"Data Source","World Development Indicators",

"Last Updated Date","2019-01-30",

"Country Name","Country Code","Indicator Name","Indicator Code","1960","1961","1962","1963","1964","1965","1966","1967","1968","1969","1970","1971","1972","1973","1974","1975","1976","1977","1978","1979","1980","1981","1982","1983","1984","1985","1986","1987","1988","1989","1990","1991","1992","1993","1994","1995","1996","1997","1998","1999","2000","2001","2002","2003","2004","2005","2006","2007","2008","2009","2010","2011","2012","2013","2014","2015","2016","2017","2018",
"Spain","ESP","Primary completion rate, female (% of relevant age group)","SE.PRM.CMPT.FE.ZS","","","","","","","","","","","","","","","","","","","","","","100.27453","99.3237","99.57287","102.30143","103.41217","103.39555","101.96204","104.17818","99.93844","99.1862","","","100.77144","101.5476","","","","","","","","","","102.40486","","96.38511","98.14437","100.14427","102.46861","102.65598","102.37876","101.89225","99.69868","97.78098","99.33085","97.59047","","",
"Estonia","EST","Primary completion rate, female (% of relevant age group)","SE.PRM.CMPT.FE.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","80.53781","90.86212","","89.67785","94.34052","96.56325","102.73388","104.38818","105.13537","101.8667","101.64236","92.99053","93.87583","95.71086","98.73539","99.26142","101.30246","102.4173","103.52212","99.56949","98.94561","98.19063","","",
"Ethiopia","ETH","Primary completion rate, female (% of relevant age group)","SE.PRM.CMPT.FE.ZS","","","","","","","","","","","","","","","","","","","","","","","11.94905","","","","","19.12508","18.32813","17.74649","","","","","12.04327","11.26202","11.68556","","","13.99659","15.74168","19.54955","22.32665","25.29571","28.96355","35.98334","41.97448","42.47253","46.0932","50.10117","55.65488","50.30367","50.55873","","53.14898","53.15461","","","",
"European Union","EUU","Primary completion rate, female (% of relevant age group)","SE.PRM.CMPT.FE.ZS","","","","","","","","","","","","95.79417","95.84052","95.96543","","","","","","","97.77895","97.16804","96.99397","96.75588","97.39826","98.21683","97.85486","97.16167","97.80049","97.49144","97.48917","97.00339","97.41084","97.78294","97.34752","96.87551","97.54415","97.91262","97.98828","97.989","98.09129","99.0548","98.11995","98.19828","98.02456","96.87929","96.51924","97.42664","97.41291","97.50817","97.91323","97.91907","97.21413","97.05314","96.78033","97.46867","97.08182","97.10358","",
"Fragile and conflict affected situations","FCS","Primary completion rate, female (% of relevant age group)","SE.PRM.CMPT.FE.ZS","","","","","","","","","","","29.58919","29.52183","29.94933","31.64403","32.23096","33.69786","34.74291","36.51827","37.8796","38.77896","39.74647","41.04414","41.85489","42.44534","43.97221","44.15063","44.739","43.76609","43.70401","43.81461","44.30109","44.98678","45.04179","46.1466","45.35602","45.56087","45.8703","45.71555","46.0247","46.41287","47.77076","49.33757","50.09414","52.41358","53.97262","55.46865","56.46673","57.50813","59.22709","59.75036","61.16753","61.8526","62.85604","61.8012","62.60467","63.55722","64.03733","64.93451","",
"Finland","FIN","Primary completion rate, female (% of relevant age group)","SE.PRM.CMPT.FE.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","104.51206","105.39645","105.38981","101.76368","96.82171","97.21461","96.21518","96.99781","99.96005","102.31235","","98.29495","95.62393","96.41261","102.49077","100.79427","101.64981","100.43527","99.51762","96.7492","98.3278","98.01123","97.57158","99.13854","98.16594","100.27829","98.62531","98.85934","98.68971","101.10573","","",
"Fiji","FJI","Primary completion rate, female (% of relevant age group)","SE.PRM.CMPT.FE.ZS","","","","","","","","","","","","","","","","","","","","","97.85575","98.69341","","96.16943","92.66821","94.54727","95.41938","","","","","","105.98543","","103.48824","104.56055","103.1229","102.60899","106.01212","99.88461","93.90665","98.92361","104.42822","","109.84905","","111.70323","","106.07525","105.56288","","103.46515","105.01646","103.19623","","106.69382","103.06947","","",
"France","FRA","Primary completion rate, female (% of relevant age group)","SE.PRM.CMPT.FE.ZS","","","","","","","","","","","","95.47898","95.02507","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Faroe Islands","FRO","Primary completion rate, female (% of relevant age group)","SE.PRM.CMPT.FE.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Micronesia, Fed. Sts.","FSM","Primary completion rate, female (% of relevant age group)","SE.PRM.CMPT.FE.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Gabon","GAB","Primary completion rate, female (% of relevant age group)","SE.PRM.CMPT.FE.ZS","","","","","","","","","","","","","53.55307","51.92341","","77.77425","77.69828","72.74716","71.22121","76.92821","74.72176","76.53238","79.31614","81.07135","70.79586","","","66.7142","66.09886","66.45088","","","62.91981","","","66.02302","68.26289","69.38939","","","","","75.46744","73.40788","","","","","","","","","","","","","","","",
"United Kingdom","GBR","Primary completion rate, female (% of relevant age group)","SE.PRM.CMPT.FE.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","100.97571","","",
"Georgia","GEO","Primary completion rate, female (% of relevant age group)","SE.PRM.CMPT.FE.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","96.36663","99.69435","96.59258","84.90755","92.42777","81.64131","","","93.88421","98.82828","103.98545","","101.31949","105.31385","105.8292","106.05969","118.80986","117.59175","",
"Ghana","GHA","Primary completion rate, female (% of relevant age group)","SE.PRM.CMPT.FE.ZS","","","","","","","","","","","","58.67553","53.38703","","48.12992","48.54383","50.06048","51.90782","52.48437","52.8648","54.771","57.08537","","","","","","","","","","57.51034","59.61504","","","","","","","64.13401","67.2058","64.34486","65.97168","71.43104","63.86221","71.93615","69.12697","73.50866","78.98618","78.55486","","86.20729","105.35369","95.05362","94.09996","99.85143","","95.08137","",
"Gibraltar","GIB","Primary completion rate, female (% of relevant age group)","SE.PRM.CMPT.FE.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Guinea","GIN","Primary completion rate, female (% of relevant age group)","SE.PRM.CMPT.FE.ZS","","","","","","","","","","","","","","","","","","","","","","","","","11.75809","10.17188","9.61029","8.62786","6.6461","6.63914","8.98079","9.2019","9.04226","9.83197","10.49516","9.57877","","","13.55213","16.06661","19.19472","21.68858","25.71596","28.4708","37.23656","43.29425","48.82515","50.14123","43.84995","49.20489","48.08985","","55.44996","56.03388","57.4077","","52.43044","","",
"Gambia, The","GMB","Primary completion rate, female (% of relevant age group)","SE.PRM.CMPT.FE.ZS","","","","","","","","","","","","14.75771","15.42637","14.864","15.20968","18.22086","16.37358","13.11315","19.0047","17.43791","18.26431","18.11682","18.83977","20.29427","24.89685","28.00552","32.02213","35.63602","","31.53879","","","31.48307","31.43209","29.47393","33.50547","41.48333","37.97922","","62.66639","64.10187","67.16102","65.62802","71.34306","71.31207","70.1998","68.90088","77.31497","85.26106","","73.95371","69.43634","69.42516","70.82767","70.84746","71.32833","72.68963","","",
"Guinea-Bissau","GNB","Primary completion rate, female (% of relevant age group)","SE.PRM.CMPT.FE.ZS","","","","","","","","","","","","","","","","","","","","6.88869","3.87985","7.36771","7.91391","7.14667","8.13451","","","6.08009","4.18783","","","","","","","","","","","","19.66814","","","","","","","","","","56.76339","","","","","","","","",
"Equatorial Guinea","GNQ","Primary completion rate, female (% of relevant age group)","SE.PRM.CMPT.FE.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","33.92999","","","","","","39.0983","","","30.16027","","42.79601","","","39.62423","42.11255","44.56055","42.93815","44.4793","","","41.57031","","","",
"Greece","GRC","Primary completion rate, female (% of relevant age group)","SE.PRM.CMPT.FE.ZS","","","","","","","","","","","","97.81138","95.99895","93.88527","93.62383","95.28482","97.23232","99.56092","101.93778","102.45832","99.42602","97.50973","95.79668","96.93272","98.52994","100.40565","104.61856","95.97068","96.85855","94.98219","","","96.67258","","","","","","","","","","","","94.95271","93.41604","94.76944","93.07437","","","91.41119","89.91178","93.3673","91.22765","92.70796","93.66629","93.15961","","",
"Grenada","GRD","Primary completion rate, female (% of relevant age group)","SE.PRM.CMPT.FE.ZS","","","","","","","","","","","","","","","","","","","89.62188","91.80743","","","","95.10549","86.86192","","","","","","","","","","","","","","","90.60452","","","87.9257","99.75748","","101.50442","","98.04287","106.02294","113.13725","103.31658","","","","","","","99.54076","",
"Greenland","GRL","Primary completion rate, female (% of relevant age group)","SE.PRM.CMPT.FE.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Guatemala","GTM","Primary completion rate, female (% of relevant age group)","SE.PRM.CMPT.FE.ZS","","","","","","","","","","","","","","","","","27.22745","27.28447","28.11219","","","","","","","","","","","","","","","","","","41.18886","","","45.93376","50.73994","53.40099","57.37608","","63.16891","67.07896","70.77262","72.16557","75.27795","79.38232","81.79412","84.73683","84.25439","84.48419","83.84559","82.08516","79.18835","","",
"Guam","GUM","Primary completion rate, female (% of relevant age group)","SE.PRM.CMPT.FE.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Guyana","GUY","Primary completion rate, female (% of relevant age group)","SE.PRM.CMPT.FE.ZS","","","","","","","","","","","","96.11566","96.30775","91.51663","91.03386","","88.43524","92.95761","88.17042","84.43491","78.37886","","84.92717","","","","","90.02911","","","","","92.67304","92.32595","","75.86518","82.52217","84.25496","","98.46058","104.10083","81.63365","","71.87075","","92.8907","92.65146","94.97868","95.45156","99.55061","94.10614","98.71855","97.34726","","","","","","",
"High income","HIC","Primary completion rate, female (% of relevant age group)","SE.PRM.CMPT.FE.ZS","","","","","","","","","","","93.75979","93.91928","93.63151","93.93533","94.17909","94.84631","95.00878","95.55269","95.12731","94.19772","95.70459","95.74632","94.77894","94.71305","95.53005","95.51692","95.69898","95.52454","95.36975","94.86027","95.49654","95.41718","96.1691","96.69293","96.3642","95.89339","95.93539","95.7949","96.62604","96.77406","96.90612","97.64689","97.25912","97.58836","97.21133","96.44542","96.59967","97.67471","97.83801","97.95028","98.29211","98.50238","98.75004","98.13179","98.17058","98.95533","98.13015","98.12071","",
"Hong Kong SAR, China","HKG","Primary completion rate, female (% of relevant age group)","SE.PRM.CMPT.FE.ZS","","","","","","","","","","","","","","","","","","","","","106.32707","101.72452","100.7519","99.74542","103.11898","102.95297","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Honduras","HND","Primary completion rate, female (% of relevant age group)","SE.PRM.CMPT.FE.ZS","","","","","","","","","","","","","","","","","","","","","47.1895","","51.67414","","56.3363","","","","","","","59.31075","69.16595","71.53881","73.04582","68.41807","73.47738","73.28404","67.8227","","","","","79.43318","","80.32614","86.4537","","86.36084","88.35797","92.78649","94.75138","93.84786","86.4135","81.53817","","83.93665","85.56419","",
"Heavily indebted poor countries (HIPC)","HPC","Primary completion rate, female (% of relevant age group)","SE.PRM.CMPT.FE.ZS","","","","","","","","","","","","","25.28086","25.78079","26.16897","27.09955","27.9802","29.43784","31.08558","31.99427","33.17195","34.94909","36.12875","37.19819","40.24319","37.49976","37.59422","37.09244","36.02056","34.56204","35.32661","36.16415","35.51386","36.55821","35.41465","35.31811","36.13826","35.78744","35.87834","37.18009","37.66452","39.79288","41.69761","43.54016","45.02643","47.65028","50.17858","52.81499","56.88721","60.48568","61.18653","60.80953","62.19689","62.22773","62.88145","63.42739","63.54725","63.79857","",
"Croatia","HRV","Primary completion rate, female (% of relevant age group)","SE.PRM.CMPT.FE.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","80.66864","84.63925","85.84656","90.99065","89.2272","90.21924","94.97114","96.98567","96.86685","","104.27831","101.11364","103.79227","99.39417","93.97154","91.39794","92.96248","92.31491","94.08124","95.6879","100.60049","98.48666","","",
"Haiti","HTI","Primary completion rate, female (% of relevant age group)","SE.PRM.CMPT.FE.ZS","","","","","","","","","","","","","","","","","","","","24.87818","25.37772","","26.66783","28.63107","","31.5091","33.17948","35.3315","","","","","","","","","","46.70875","","","","","","","","","","","","","","","","","","","","","",
"Hungary","HUN","Primary completion rate, female (% of relevant age group)","SE.PRM.CMPT.FE.ZS","","","","","","","","","","","","","","","","","98.39062","100.64085","105.42016","99.57807","98.43286","93.94874","93.63401","94.75538","103.54263","114.34657","104.51481","97.61494","90.00496","83.71074","82.46225","","","","","","","97.24629","98.43559","94.89542","95.63971","97.61189","98.96029","95.68278","94.87549","93.33555","98.49866","94.36687","95.41519","96.62655","96.54704","98.98783","97.36932","98.04022","96.38021","96.90144","98.38153","","",
"IBRD only","IBD","Primary completion rate, female (% of relevant age group)","SE.PRM.CMPT.FE.ZS","","","","","","","","","","","","70.4068","70.85256","71.40057","71.63848","72.24913","72.89685","74.10499","74.8219","75.62404","76.866","77.771","78.30723","78.93765","79.90083","80.84834","81.19835","81.27452","81.62153","81.45857","81.94192","82.18686","81.719","82.75568","83.75148","83.11319","81.87424","81.55013","82.11894","82.45828","84.01192","85.46726","86.29425","88.2181","89.28534","90.20585","90.56274","93.21125","96.72571","97.93431","97.84834","96.76196","97.86819","98.25373","96.91158","95.81439","95.97692","96.56416","",
"IDA & IBRD total","IBT","Primary completion rate, female (% of relevant age group)","SE.PRM.CMPT.FE.ZS","","","","","","","","","","","","","","","65.48339","66.07586","66.70039","67.6615","68.42693","69.29671","70.41834","71.28726","71.8474","72.43846","73.43674","73.89618","74.10344","74.02601","74.10071","73.7645","74.12935","74.37543","73.9816","74.85117","75.48444","74.98918","74.17382","74.04274","74.54892","75.03966","76.35237","77.59527","78.2578","79.7445","80.51403","81.52294","82.13839","83.87501","86.34631","87.86993","88.10026","87.54367","88.97223","89.30451","88.69369","88.1804","88.35262","88.96836","",
"IDA total","IDA","Primary completion rate, female (% of relevant age group)","SE.PRM.CMPT.FE.ZS","","","","","","","","","","","","","","","39.61463","40.13926","40.62776","40.45918","41.35713","42.43196","43.07665","44.06294","45.12074","46.05626","47.78361","47.04184","47.52946","47.79159","47.79378","47.73856","48.41793","49.11672","49.2509","49.88752","49.75298","50.00706","50.53185","50.70739","51.12112","52.14414","52.82514","54.13142","55.30423","56.52717","57.43297","59.64553","61.64078","61.88458","62.685","65.69743","67.17447","68.17096","70.68291","71.16756","72.31334","73.19213","73.64221","74.50533","",
"IDA blend","IDB","Primary completion rate, female (% of relevant age group)","SE.PRM.CMPT.FE.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","67.43765","67.60693","67.98679","67.85508","67.43453","67.40986","68.4544","70.86952","68.92397","67.08006","68.86912","70.98907","71.7379","74.88279","76.25195","76.42367","76.44646","76.00357","75.79859","",
"Indonesia","IDN","Primary completion rate, female (% of relevant age group)","SE.PRM.CMPT.FE.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","95.33798","93.97805","92.37362","","","","94.17197","95.35566","95.62585","96.26806","94.91531","92.85249","95.285","95.86983","99.54636","","102.49744","107.3068","104.3047","101.21407","","","98.45547","",
"IDA only","IDX","Primary completion rate, female (% of relevant age group)","SE.PRM.CMPT.FE.ZS","","","","","","","","","","","","","26.86761","27.72022","28.04757","28.68253","29.32203","28.92591","29.97133","30.78191","31.68504","33.00159","34.40215","35.66634","38.12558","36.96325","37.6231","37.87417","37.82516","37.64658","38.59137","39.69462","39.81915","40.73152","40.5225","40.88377","41.71577","41.88444","42.66814","44.25102","45.23601","47.08103","48.9693","51.07627","52.49786","55.32914","57.15812","58.48714","60.5801","64.19314","65.38462","66.51216","68.73987","68.82158","70.40822","71.66771","72.52168","73.88453","",
"Isle of Man","IMN","Primary completion rate, female (% of relevant age group)","SE.PRM.CMPT.FE.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"India","IND","Primary completion rate, female (% of relevant age group)","SE.PRM.CMPT.FE.ZS","","","","","","","","","","","","27.61395","","","29.23011","","","","","","","","","","","","","50.24334","51.78121","","","","","","","61.82115","","","","60.50164","63.54201","65.48211","68.97933","77.32018","","","","","95.16374","96.65734","","93.30211","","99.03951","100.14507","100.30938","98.61054","","",
"Not classified","INX","Primary completion rate, female (% of relevant age group)","SE.PRM.CMPT.FE.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Ireland","IRL","Primary completion rate, female (% of relevant age group)","SE.PRM.CMPT.FE.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","98.62534","99.43174","97.67024","96.94524","","","","","","","","","","","","","","","","","","","","","","","",
"Iran, Islamic Rep.","IRN","Primary completion rate, female (% of relevant age group)","SE.PRM.CMPT.FE.ZS","","","","","","","","","","","","35.80923","","","","","","","","","","","","","","","","70.65414","73.03027","74.86692","79.11038","82.81575","86.61359","92.41663","91.63503","95.93658","","94.3911","","","89.54463","93.35199","93.35639","88.30375","105.01328","110.62552","97.00108","94.24286","97.93828","103.01048","104.88285","103.98018","102.02608","","","101.8182","","","",
"Iraq","IRQ","Primary completion rate, female (% of relevant age group)","SE.PRM.CMPT.FE.ZS","","","","","","","","","","","","21.03947","21.28235","23.19448","23.66886","27.65417","28.83904","37.43512","41.81793","","53.25502","","","48.61044","","58.56043","57.13275","53.42975","58.1129","53.70081","","","","54.03466","","","","","","51.11945","50.4104","","","","68.02437","","","56.6427","","","","","","","","","","","",
"Iceland","ISL","Primary completion rate, female (% of relevant age group)","SE.PRM.CMPT.FE.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","93.48456","90.56879","96.18623","109.12281","105.89956","109.37207","97.55102","96.32224","98.7174","94.98704","94.71815","98.45665","97.0684","99.14367","101.91663","","","","","","",
"Israel","ISR","Primary completion rate, female (% of relevant age group)","SE.PRM.CMPT.FE.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","104.40701","104.59427","108.6775","104.22184","103.29046","104.9459","100.83302","104.49304","102.24336","101.37214","106.80035","102.11545","102.99341","110.20637","102.65496","","",
"Italy","ITA","Primary completion rate, female (% of relevant age group)","SE.PRM.CMPT.FE.ZS","","","","","","","","","","","","97.03231","99.30123","99.22797","100.26406","107.89683","106.01702","105.5424","102.47713","101.58152","103.40712","100.3099","101.11102","99.96778","100.28917","102.17178","101.85955","99.75363","99.69272","100.16505","100.66354","97.76532","98.67724","","101.82617","97.56691","98.68838","95.4299","","99.46982","100.74278","103.35809","101.6454","101.98478","100.66274","98.78251","98.80285","100.80997","104.43297","101.53002","102.45861","103.19342","100.05132","99.8374","99.934","100.28283","97.88463","","",
"Jamaica","JAM","Primary completion rate, female (% of relevant age group)","SE.PRM.CMPT.FE.ZS","","","","","","","","","","","","","","","","","84.48967","86.56656","","93.49478","89.48475","92.12459","","","93.29093","","","93.49602","96.17055","98.76934","98.75062","96.42639","","91.51428","","","","","","","88.99003","84.06247","89.87346","","88.2436","","","","","","","","","","","","","","",
"Jordan","JOR","Primary completion rate, female (% of relevant age group)","SE.PRM.CMPT.FE.ZS","","","","","","","","","","","","","57.51712","63.57178","74.77622","85.70243","90.6426","91.82701","95.75125","94.63404","96.18321","94.01857","94.01704","91.64135","95.43951","96.39883","","86.98318","87.84449","89.01989","92.33248","94.5187","94.16461","93.80823","95.63368","","92.81704","","","92.85322","95.8504","","91.25664","94.42591","94.76487","","","","","","","","","","","","","","",
"Japan","JPN","Primary completion rate, female (% of relevant age group)","SE.PRM.CMPT.FE.ZS","","","","","","","","","","","","104.02226","100.16142","98.22983","97.77071","97.99286","98.09326","102.13922","97.78812","88.96456","103.74671","101.97902","97.7768","97.33121","97.98793","98.44923","100.51124","101.79049","99.97186","99.94704","102.39492","102.18531","99.96049","","97.4066","","","","100.13351","99.3538","98.61413","99.1087","96.49282","96.7162","98.73266","99.32211","99.4639","103.07339","","100.96239","100.62469","102.24233","101.77728","","103.03199","101.80774","100.69327","","",
"Kazakhstan","KAZ","Primary completion rate, female (% of relevant age group)","SE.PRM.CMPT.FE.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","107.63525","102.70646","","","","","92.03672","93.74106","95.3694","96.46486","103.5932","104.3684","100.80935","97.50335","101.84951","103.22793","107.21052","113.56859","107.35215","108.7986","114.08976","113.34136","109.12035","109.41675","",
"Kenya","KEN","Primary completion rate, female (% of relevant age group)","SE.PRM.CMPT.FE.ZS","","","","","","","","","","","37.39989","40.17273","43.50742","46.20049","","","","59.82017","62.06719","","81.23936","80.86287","","","","","","","","","","","","","","","","","","","","","","","86.34183","87.48397","","","","","","","","","100.18397","101.9623","102.35097","","",
"Kyrgyz Republic","KGZ","Primary completion rate, female (% of relevant age group)","SE.PRM.CMPT.FE.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","93.88949","93.2224","92.65848","92.36645","90.13408","92.9648","97.58761","101.37139","96.05342","94.75887","98.06992","96.95369","95.0588","96.38458","101.26542","105.73331","112.51425","105.06771","103.43761","",
"Cambodia","KHM","Primary completion rate, female (% of relevant age group)","SE.PRM.CMPT.FE.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","12.84798","26.74575","35.69541","","46.0545","55.53111","62.80397","74.27929","85.38048","89.07709","90.82054","86.0302","83.40615","85.35714","87.37793","92.81065","90.57901","96.66342","96.23326","94.26364","91.88635","",
"Kiribati","KIR","Primary completion rate, female (% of relevant age group)","SE.PRM.CMPT.FE.ZS","","","","","","","","","","","","","","","","","","74.17655","86.28495","70.68273","84.05405","132.83379","122.82913","130.39074","123.47561","123.61331","126.35659","113.46999","112.16783","115.52878","105.54124","113.6646","107.35826","104.78972","","112.03501","121.54989","127.97927","","106.14634","95.07246","118.12081","113.50575","117.12062","125.61576","120.80537","109.04255","101.10076","107.27719","","","","","","119.93927","","103.45133","","",
"St. Kitts and Nevis","KNA","Primary completion rate, female (% of relevant age group)","SE.PRM.CMPT.FE.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Korea, Rep.","KOR","Primary completion rate, female (% of relevant age group)","SE.PRM.CMPT.FE.ZS","","","","","","","","","","","","92.88071","94.17301","103.59485","102.55787","102.24349","106.11323","100.9924","98.75715","102.40546","99.81382","103.65465","101.65743","103.11358","109.2661","106.98866","106.0717","105.05766","100.20578","94.59487","99.3524","96.5089","107.59514","106.68197","109.17615","108.88364","","97.86086","100.85193","106.202","105.03614","100.57621","95.91059","102.24222","99.98741","97.11768","97.97814","100.47586","99.58237","102.10181","100.7349","103.05364","109.40651","102.66962","94.38574","99.44368","96.46927","","",
"Kuwait","KWT","Primary completion rate, female (% of relevant age group)","SE.PRM.CMPT.FE.ZS","","","","","","","","","","","","55.80255","51.57508","46.43515","44.74092","53.49569","75.55791","62.86929","68.66979","67.51269","76.77165","88.55432","87.88103","93.47462","95.7584","94.98429","93.7154","92.56629","","","","","55.21065","","80.40799","79.62417","100.6355","96.95303","","93.95263","97.62289","89.11089","96.3306","105.08823","106.83215","113.84058","","107.64782","","","96.50132","98.82336","98.22785","101.78503","","","104.29157","97.72691","",
"Latin America & Caribbean (excluding high income)","LAC","Primary completion rate, female (% of relevant age group)","SE.PRM.CMPT.FE.ZS","","","","","","","","","","","","","","","82.39865","82.71505","83.84851","86.30054","86.69268","87.45098","88.44737","88.81163","89.04149","90.05185","91.12808","90.6133","91.01529","92.02363","92.21523","92.17015","93.09855","92.3245","94.32042","94.41536","94.82764","95.49641","96.2588","96.98215","97.02819","97.38437","98.4378","98.34517","100.3382","99.27879","97.24759","98.33397","99.27046","100.03486","99.44661","99.34155","99.28583","99.40782","100.36751","100.37011","100.66714","99.50572","98.96588","98.57236","",
"Lao PDR","LAO","Primary completion rate, female (% of relevant age group)","SE.PRM.CMPT.FE.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","35.57281","38.76808","42.254","","50.13002","52.4313","57.49462","62.50481","61.42476","62.4003","63.59851","63.08685","63.25371","65.57785","68.36341","71.46843","74.43691","77.37045","82.58931","88.6131","93.27178","98.0721","100.01418","100.39286","99.38631","101.82031","",
"Lebanon","LBN","Primary completion rate, female (% of relevant age group)","SE.PRM.CMPT.FE.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","104.89418","123.56084","117.22608","115.13164","104.74962","99.29072","90.89237","81.86534","79.56452","81.61392","84.82712","84.317","86.62943","83.44194","79.28728","76.42948","69.5825","70.66117","70.45787","73.394","",
"Liberia","LBR","Primary completion rate, female (% of relevant age group)","SE.PRM.CMPT.FE.ZS","","","","","","","","","","","","","","","","","","","17.65537","","","","","","","","","","","","","","","","","","","","","","","","","","","","59.35434","","56.41181","54.97927","","59.87563","","","54.17632","","","","",
"Libya","LBY","Primary completion rate, female (% of relevant age group)","SE.PRM.CMPT.FE.ZS","","","","","","","","","","","","20.27032","42.31094","45.04691","59.03731","80.91063","77.55664","88.10664","88.26191","83.83331","78.82155","82.52573","","88.00192","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"St. Lucia","LCA","Primary completion rate, female (% of relevant age group)","SE.PRM.CMPT.FE.ZS","","","","","","","","","","","","","","","","","","","","","","","","113.03835","107.18101","","","","","","123.1203","112.22293","","113.67574","","","","","","","","","106.50085","102.05362","100.51993","96.48506","105.27251","100.41816","","","","","","","","","","","",
"Latin America & Caribbean","LCN","Primary completion rate, female (% of relevant age group)","SE.PRM.CMPT.FE.ZS","","","","","","","","","","","","","","82.13297","82.55551","83.03791","84.14329","86.23774","86.66567","87.42572","88.46915","88.88015","89.18653","90.18255","91.17083","90.77122","91.20746","92.20124","92.43229","92.47177","93.3944","92.77214","94.60798","94.75478","95.17968","95.60169","96.12388","96.63445","97.13231","97.28799","98.23872","98.11574","100.15279","99.05064","97.15891","98.02173","99.00059","99.90473","99.59007","99.47398","99.36407","99.4909","100.33194","100.13322","100.4453","99.34616","98.95982","98.61059","",
"Least developed countries: UN classification","LDC","Primary completion rate, female (% of relevant age group)","SE.PRM.CMPT.FE.ZS","","","","","","","","","","","","","","25.29998","25.63495","26.2174","26.74187","26.12959","27.16743","28.08137","28.91884","30.11555","31.39454","32.66204","35.21829","33.89031","34.44911","34.56129","34.46488","34.19145","35.26038","36.31559","36.2185","37.32205","36.96611","37.47531","38.37944","38.67729","39.46754","40.97078","41.96581","43.86345","45.82215","47.73035","49.52714","52.23589","54.21883","55.71998","57.86801","61.70092","62.71175","63.61519","65.54536","66.95559","68.65226","69.62008","70.51089","71.82864","",
"Low income","LIC","Primary completion rate, female (% of relevant age group)","SE.PRM.CMPT.FE.ZS","","","","","","","","","","","","","25.25112","25.65299","26.49349","27.7144","28.95583","30.56736","32.12987","33.2931","34.22703","35.70035","36.98183","38.03954","40.94822","37.98746","37.79639","36.97327","35.75374","34.64685","35.83045","37.14337","36.79865","37.69878","36.79086","37.02864","37.70688","37.36861","37.68415","39.22562","39.57617","41.71269","43.56675","45.69043","47.17807","50.08758","52.85829","54.97077","58.48083","62.57547","62.68472","62.53001","63.64824","62.90307","63.80559","63.88912","63.93728","64.23163","",
"Liechtenstein","LIE","Primary completion rate, female (% of relevant age group)","SE.PRM.CMPT.FE.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","97.53695","103.86473","","109.13978","102.72727","101.44928","96.83258","106.63507","100.46083","98.97436","","84.45596","112.5","103.09278","","",
